host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
38285826,Copacabana,Private room,45,10,4,5,273
81130764,Copacabana,Private room,229,1,0,1,178
27211584,Copacabana,Entire home/apt,1348,3,0,1,17
343419,Copacabana,Private room,244,7,0,1,363
1422607,Ipanema,Entire home/apt,300,4,23,25,111
113997985,Ipanema,Private room,150,3,0,5,152
122939623,Ipanema,Entire home/apt,222,1,2,2,358
21329018,Ipanema,Entire home/apt,233,3,4,2,365
9540144,Ipanema,Entire home/apt,169,2,32,1,289
14983440,Copacabana,Private room,150,1,0,5,364
95171350,Copacabana,Entire home/apt,101,3,0,1,284
11109524,Leme,Entire home/apt,139,3,40,4,127
80970683,Ipanema,Entire home/apt,1127,1,0,4,364
6257417,Ipanema,Entire home/apt,376,3,24,1,357
48412786,Ipanema,Entire home/apt,379,4,2,1,0
158195568,Ipanema,Entire home/apt,210,2,1,2,18
70159544,Ipanema,Entire home/apt,747,3,0,31,129
16022284,Copacabana,Private room,327,1,0,1,365
157037833,Ipanema,Private room,192,2,2,1,104
122873200,Copacabana,Entire home/apt,150,2,9,1,25
12609392,Ipanema,Private room,590,1,1,2,180
44627753,Copacabana,Entire home/apt,1499,1,6,4,165
36232768,Ipanema,Entire home/apt,500,1,14,2,317
8462462,Copacabana,Entire home/apt,729,90,7,11,90
90515557,Ipanema,Entire home/apt,650,4,0,1,176
4307081,Ipanema,Entire home/apt,488,1,1,55,365
16848628,Copacabana,Private room,162,5,1,1,90
14832963,Copacabana,Entire home/apt,259,3,7,5,18
66877715,Copacabana,Entire home/apt,192,3,0,43,19
148264126,Ipanema,Entire home/apt,488,2,0,1,358
149846548,Ipanema,Entire home/apt,800,2,2,6,357
241334,Ipanema,Entire home/apt,999,1,1,8,356
23582467,Ipanema,Entire home/apt,1998,7,0,1,362
2903813,Ipanema,Entire home/apt,394,4,3,3,63
55299498,Leblon,Entire home/apt,398,3,13,1,164
121079928,Ipanema,Entire home/apt,312,3,0,37,365
12909867,Ipanema,Entire home/apt,300,2,0,35,360
23847033,Ipanema,Entire home/apt,1251,2,5,1,142
7497815,Ipanema,Entire home/apt,297,4,0,1,122
4307081,Ipanema,Entire home/apt,376,1,1,55,365
50458137,Ipanema,Entire home/apt,3249,7,0,54,365
12147072,Ipanema,Entire home/apt,406,3,6,2,347
26923274,Ipanema,Entire home/apt,222,3,3,1,361
41931292,Ipanema,Entire home/apt,289,2,4,1,359
81876389,Ipanema,Entire home/apt,173,2,2,42,307
15671309,Ipanema,Entire home/apt,439,2,49,2,40
166192146,Ipanema,Private room,252,5,0,1,0
21650390,Ipanema,Private room,124,2,1,5,161
59714670,Leblon,Entire home/apt,1487,3,7,3,363
4535122,Copacabana,Private room,79,3,80,2,355
20407235,Ipanema,Entire home/apt,297,1,12,2,104
69364905,Ipanema,Entire home/apt,1499,1,0,1,89
9049752,Ipanema,Entire home/apt,601,1,0,1,89
6355587,Ipanema,Entire home/apt,1878,7,1,4,350
193947895,Ipanema,Private room,60,2,0,3,0
8674010,Ipanema,Entire home/apt,270,1,66,2,275
3376172,Ipanema,Entire home/apt,259,2,109,2,333
179429984,Ipanema,Entire home/apt,139,1,2,1,340
27552928,Ipanema,Entire home/apt,571,1,7,3,289
76162985,Ipanema,Private room,331,3,0,2,269
4014604,Ipanema,Private room,173,2,1,5,348
26227035,Copacabana,Entire home/apt,11268,1,0,1,364
146043798,Ipanema,Entire home/apt,451,4,16,1,8
6422051,Copacabana,Entire home/apt,180,3,2,14,288
110984932,Copacabana,Entire home/apt,556,5,0,1,180
48051813,Ipanema,Entire home/apt,180,3,1,1,184
5977213,Leblon,Entire home/apt,1300,5,3,2,365
16609149,Leblon,Entire home/apt,398,1,0,3,352
31275569,Copacabana,Entire home/apt,492,1,0,114,303
48961801,Ipanema,Entire home/apt,999,10,0,1,363
163468227,Copacabana,Entire home/apt,650,10,0,1,365
214757899,Copacabana,Entire home/apt,274,1,0,1,284
82937083,Ipanema,Entire home/apt,421,5,5,2,68
4200460,Ipanema,Entire home/apt,319,2,24,5,90
3969050,Ipanema,Entire home/apt,451,2,8,2,203
54803992,Ipanema,Entire home/apt,188,1,43,1,209
46082356,Copacabana,Entire home/apt,90,5,23,4,257
1982737,Ipanema,Entire home/apt,413,2,0,49,153
131777887,Ipanema,Entire home/apt,481,1,56,1,210
59013736,Ipanema,Entire home/apt,601,3,4,17,207
44940240,Leme,Shared room,71,2,0,10,365
1809627,Ipanema,Entire home/apt,500,4,2,7,83
8566842,Ipanema,Entire home/apt,1198,7,4,1,358
4873555,Ipanema,Entire home/apt,6761,5,0,13,364
44647415,Copacabana,Entire home/apt,199,3,76,2,130
170220939,Leme,Entire home/apt,379,3,1,2,130
67772371,Copacabana,Entire home/apt,252,2,36,9,285
12645092,Leme,Entire home/apt,94,1,49,2,350
126655152,Copacabana,Entire home/apt,225,2,5,1,143
11070008,Copacabana,Entire home/apt,188,4,2,13,364
10507162,Ipanema,Entire home/apt,349,5,2,7,352
532498,Ipanema,Entire home/apt,500,2,2,29,89
11747991,Copacabana,Entire home/apt,436,3,0,1,348
13291724,Copacabana,Entire home/apt,451,3,0,1,358
66039372,Copacabana,Entire home/apt,199,2,0,21,301
74463624,Copacabana,Entire home/apt,729,3,27,36,38
1771300,Copacabana,Private room,131,2,2,14,364
1429181,Copacabana,Entire home/apt,165,4,4,10,365
1429181,Copacabana,Entire home/apt,300,3,0,10,178
11782291,Copacabana,Entire home/apt,252,1,0,10,356
171332703,Copacabana,Private room,109,1,0,3,340
115783339,Copacabana,Entire home/apt,222,4,8,6,323
532498,Ipanema,Entire home/apt,451,2,0,29,364
30721359,Copacabana,Entire home/apt,751,3,2,24,360
2112725,Copacabana,Private room,101,2,15,4,61
67482645,Ipanema,Entire home/apt,207,5,28,2,157
111792006,Ipanema,Entire home/apt,349,2,12,1,153
2803261,Copacabana,Entire home/apt,372,2,37,2,284
53473426,Ipanema,Entire home/apt,349,3,13,1,350
43018466,Copacabana,Private room,94,1,113,1,318
1030316,Copacabana,Private room,109,2,29,4,362
17283004,Copacabana,Entire home/apt,548,6,1,6,323
105226518,Copacabana,Entire home/apt,417,3,0,18,364
186944923,Copacabana,Entire home/apt,180,3,2,1,326
9365676,Copacabana,Entire home/apt,177,5,68,5,110
86143480,Copacabana,Entire home/apt,199,2,20,2,267
11070008,Copacabana,Entire home/apt,131,3,13,13,361
6786750,Copacabana,Entire home/apt,300,4,0,15,341
11770248,Copacabana,Private room,199,1,0,2,365
5060612,Copacabana,Entire home/apt,252,3,0,6,92
7507296,Copacabana,Entire home/apt,259,2,80,1,169
145958477,Copacabana,Entire home/apt,199,1,0,4,269
13580277,Copacabana,Entire home/apt,417,3,1,62,131
81876389,Copacabana,Entire home/apt,75,2,0,42,287
4907639,Copacabana,Private room,1900,1,1,2,365
167532026,Copacabana,Private room,428,7,1,1,179
14011282,Copacabana,Entire home/apt,300,2,0,1,363
13580277,Copacabana,Entire home/apt,496,3,0,62,201
31275569,Copacabana,Entire home/apt,1100,3,1,114,112
4652415,Copacabana,Entire home/apt,150,5,8,2,133
17510371,Copacabana,Private room,162,7,0,2,90
2074216,Lagoa,Entire home/apt,526,7,6,1,0
7248384,Botafogo,Private room,222,5,7,1,0
13580277,Copacabana,Entire home/apt,177,3,9,62,132
87483411,Copacabana,Entire home/apt,398,4,0,4,365
22776422,Copacabana,Entire home/apt,150,30,0,1,365
12606048,Leblon,Entire home/apt,1701,7,0,1,0
12904813,Mier,Entire home/apt,488,15,0,1,0
12968725,Tijuca,Entire home/apt,3380,1,0,1,0
11728226,Andara,Entire home/apt,1998,15,0,1,0
11909464,Leblon,Entire home/apt,1100,1,4,1,0
104560941,Copacabana,Entire home/apt,199,6,1,1,357
113502824,Copacabana,Shared room,64,7,0,2,349
14057280,Gvea,Entire home/apt,7512,1,0,1,0
25130982,Flamengo,Private room,199,1,0,1,0
43439590,Ipanema,Entire home/apt,999,10,1,1,0
11395154,Santa Teresa,Entire home/apt,180,1,4,1,0
36128037,Copacabana,Entire home/apt,500,1,0,1,0
44530218,Copacabana,Shared room,41,3,0,1,0
1402255,Ipanema,Entire home/apt,199,6,0,1,0
16188422,Barra da Tijuca,Entire home/apt,188,1,0,1,0
46169378,Botafogo,Entire home/apt,282,3,0,1,0
46503300,Ipanema,Entire home/apt,500,1,0,1,0
2546649,Gvea,Entire home/apt,244,15,0,1,0
50541195,Jacarepagu,Entire home/apt,2254,1,0,1,0
52400165,Bangu,Entire home/apt,3756,20,0,1,0
51229749,Recreio dos Bandeirantes,Entire home/apt,691,2,0,1,0
9452246,Copacabana,Private room,101,1,0,1,0
57145950,Vila Isabel,Private room,120,2,0,2,0
55906450,Santa Teresa,Entire home/apt,849,1,0,2,0
59704109,Guaratiba,Entire home/apt,999,1,0,2,0
55677928,Centro,Entire home/apt,436,1,0,1,0
60506903,Copacabana,Entire home/apt,5998,1,0,1,0
7545649,Barra da Tijuca,Entire home/apt,1878,1,0,1,0
56253870,Copacabana,Entire home/apt,714,1,0,2,0
62093945,Itanhang,Private room,150,1,0,2,0
18934227,Recreio dos Bandeirantes,Entire home/apt,849,5,0,1,0
30037552,Barra da Tijuca,Entire home/apt,1799,7,0,1,0
65666556,Flamengo,Entire home/apt,252,5,0,1,0
66391841,Vargem Grande,Entire home/apt,1600,1,0,1,0
62765449,Leme,Private room,349,3,0,2,0
60279372,Barra da Tijuca,Entire home/apt,774,10,0,1,0
60342635,Vila da Penha,Entire home/apt,1100,1,0,1,0
39551815,Engenho Novo,Entire home/apt,240,20,0,1,0
61096315,Barra da Tijuca,Entire home/apt,2501,1,0,1,0
59011076,Jacarepagu,Entire home/apt,1191,6,0,1,0
52801561,Barra da Tijuca,Entire home/apt,800,7,0,1,0
59704109,Recreio dos Bandeirantes,Entire home/apt,751,4,1,2,0
69992988,Jacarepagu,Entire home/apt,901,10,0,1,0
326718,Portuguesa,Entire home/apt,800,5,0,1,0
70961468,Taquara,Entire home/apt,398,1,2,1,0
71263120,Freguesia (Jacarepagu),Private room,601,10,0,2,0
73045689,Barra da Tijuca,Entire home/apt,398,5,0,1,0
72375982,Recreio dos Bandeirantes,Entire home/apt,1502,15,0,1,0
73346383,Vila Isabel,Entire home/apt,300,1,0,1,0
80455485,Santa Teresa,Entire home/apt,270,1,1,1,0
21484008,Laranjeiras,Private room,620,4,0,2,0
76397967,Jacarepagu,Entire home/apt,1690,15,0,1,0
76536902,Jacarepagu,Entire home/apt,199,1,0,2,0
76565424,Barra da Tijuca,Entire home/apt,999,7,0,1,0
70057217,Barra da Tijuca,Entire home/apt,999,7,0,2,0
78244205,Copacabana,Private room,128,3,0,1,0
78266938,Barra da Tijuca,Private room,199,1,0,1,0
74442770,Benfica,Entire home/apt,71,1,1,1,0
48847647,Recreio dos Bandeirantes,Entire home/apt,300,2,0,2,0
71490976,Mier,Shared room,199,10,0,1,0
72365998,Recreio dos Bandeirantes,Private room,252,10,0,1,0
41842188,Ipanema,Entire home/apt,2254,4,0,1,0
74898636,Vila Isabel,Private room,751,1,0,1,0
75646114,Flamengo,Entire home/apt,188,1,0,1,0
81182486,Vargem Pequena,Entire home/apt,1998,1,0,2,0
50565862,Ipanema,Entire home/apt,451,10,0,1,0
83724534,Santa Teresa,Entire home/apt,413,2,0,3,0
82743327,Copacabana,Entire home/apt,560,1,0,1,0
76104110,Jacarepagu,Entire home/apt,563,20,0,1,0
81942752,Anil,Entire home/apt,545,10,0,1,0
28621858,Recreio dos Bandeirantes,Entire home/apt,639,4,0,2,0
84128134,Copacabana,Shared room,252,10,2,1,0
82139820,Copacabana,Entire home/apt,376,10,0,1,0
22795483,Ipanema,Private room,109,1,0,1,0
32435358,Copacabana,Private room,101,1,4,1,0
84569159,Copacabana,Entire home/apt,1277,7,0,1,0
84996756,Recreio dos Bandeirantes,Entire home/apt,4000,10,0,1,0
86713590,Catete,Entire home/apt,398,1,0,1,0
77937050,Jacarepagu,Private room,180,2,0,2,0
67587712,Barra da Tijuca,Entire home/apt,282,1,14,2,0
102480881,Copacabana,Entire home/apt,421,2,1,1,0
97532070,Jacarepagu,Private room,101,1,6,2,365
2207091,Barra da Tijuca,Private room,143,2,1,2,365
161336662,Barra da Tijuca,Private room,94,1,0,1,365
74313544,Jacarepagu,Entire home/apt,676,10,0,2,365
64620502,Jacarepagu,Entire home/apt,150,3,0,2,364
2024347,Barra da Tijuca,Entire home/apt,150,1,0,22,365
2024347,Itanhang,Entire home/apt,999,5,0,22,87
114335537,Barra da Tijuca,Entire home/apt,481,3,0,1,362
15152257,Tijuca,Private room,199,1,0,2,365
135208355,Tijuca,Private room,60,2,15,2,37
2211066,Barra da Tijuca,Entire home/apt,331,1,8,2,350
8493050,Barra da Tijuca,Private room,101,2,2,3,362
44340575,Recreio dos Bandeirantes,Entire home/apt,2201,2,0,2,358
15712639,Lagoa,Private room,548,1,0,1,365
10136437,Barra da Tijuca,Entire home/apt,252,3,1,1,363
50591315,Barra da Tijuca,Entire home/apt,586,1,0,1,365
15303216,Jacarepagu,Entire home/apt,751,1,0,2,345
60797788,Barra da Tijuca,Entire home/apt,2299,7,0,1,365
84530681,Barra da Tijuca,Entire home/apt,252,2,2,1,364
13973759,Barra da Tijuca,Entire home/apt,1149,17,0,1,365
186173792,Itanhang,Entire home/apt,252,2,0,1,88
16237459,Barra da Tijuca,Entire home/apt,1198,1,0,1,365
17674732,Jacarepagu,Entire home/apt,751,5,0,1,363
48463397,Barra da Tijuca,Entire home/apt,676,5,7,1,365
4397729,Barra da Tijuca,Private room,300,3,0,1,365
43809559,Recreio dos Bandeirantes,Entire home/apt,601,10,0,1,365
88058083,Jacarepagu,Private room,252,1,1,5,365
206016976,Camorim,Private room,150,1,3,3,336
2058839,Barra da Tijuca,Private room,533,2,1,1,162
55664096,Centro,Entire home/apt,300,1,0,1,364
88559276,Barra da Tijuca,Entire home/apt,1100,5,0,1,365
15720797,Centro,Entire home/apt,563,4,3,1,365
50893268,Jacarepagu,Shared room,101,4,1,11,365
53764751,Lagoa,Private room,169,180,0,2,363
56178362,Barra da Tijuca,Entire home/apt,1348,7,1,1,365
80338139,Barra da Tijuca,Entire home/apt,285,2,0,10,236
84736808,Recreio dos Bandeirantes,Entire home/apt,732,1,0,1,365
48936949,Recreio dos Bandeirantes,Shared room,131,1,0,1,364
66771552,Jacarepagu,Private room,150,1,4,1,362
60745227,Barra da Tijuca,Private room,150,1,0,1,365
87161081,Barra da Tijuca,Entire home/apt,346,1,29,1,138
87374635,Jacarepagu,Entire home/apt,146,1,0,2,179
55955068,Jacarepagu,Entire home/apt,300,2,6,1,364
52699693,Barra da Tijuca,Entire home/apt,188,3,6,1,297
43714852,Barra da Tijuca,Entire home/apt,300,1,2,3,365
24104727,Barra da Tijuca,Private room,139,1,0,2,177
47037149,Barra da Tijuca,Private room,101,1,2,2,365
84497234,Barra da Tijuca,Entire home/apt,601,1,0,1,358
186052342,Barra da Tijuca,Entire home/apt,195,2,9,4,33
85686820,Jacarepagu,Entire home/apt,1198,20,0,1,363
74688769,Jacarepagu,Entire home/apt,901,10,0,1,83
16390431,Barra da Tijuca,Private room,263,3,0,1,365
20017368,Recreio dos Bandeirantes,Entire home/apt,120,1,13,1,339
77396147,Jacarepagu,Private room,192,1,2,2,364
22590982,Recreio dos Bandeirantes,Entire home/apt,199,2,11,1,332
78116315,Recreio dos Bandeirantes,Entire home/apt,7512,1,0,1,89
76067487,Recreio dos Bandeirantes,Entire home/apt,1878,3,0,1,365
6847382,Centro,Entire home/apt,60,4,14,1,55
29070390,Jacarepagu,Private room,282,1,5,2,363
27124277,Barra da Tijuca,Entire home/apt,1100,10,0,1,83
66920619,Barra da Tijuca,Entire home/apt,545,10,0,2,365
26959477,Barra da Tijuca,Entire home/apt,699,5,0,11,362
78636944,Barra da Tijuca,Entire home/apt,563,2,0,1,363
24575466,Recreio dos Bandeirantes,Entire home/apt,849,7,4,1,260
82435780,Recreio dos Bandeirantes,Entire home/apt,353,2,1,1,364
86536634,Barra da Tijuca,Entire home/apt,1701,1,2,1,362
75293199,Recreio dos Bandeirantes,Entire home/apt,1878,1,0,1,364
79658279,Recreio dos Bandeirantes,Entire home/apt,601,10,0,1,89
62800569,Recreio dos Bandeirantes,Entire home/apt,1750,1,0,1,365
63930145,Jacarepagu,Entire home/apt,699,2,0,1,180
82588008,Jacarepagu,Entire home/apt,252,5,0,1,364
87257743,Recreio dos Bandeirantes,Entire home/apt,417,1,0,1,364
13196759,Recreio dos Bandeirantes,Entire home/apt,252,2,1,2,365
22240461,Jacarepagu,Private room,150,2,1,2,187
59405471,Recreio dos Bandeirantes,Entire home/apt,252,3,0,1,362
205480566,Jacarepagu,Private room,75,2,0,1,178
169063522,Jacarepagu,Private room,90,1,0,2,75
199817706,Camorim,Private room,109,3,0,9,173
40699808,Recreio dos Bandeirantes,Entire home/apt,398,1,1,2,365
35879856,Recreio dos Bandeirantes,Entire home/apt,999,3,0,2,364
87034042,Recreio dos Bandeirantes,Private room,180,1,2,1,365
75361669,Barra da Tijuca,Entire home/apt,1600,7,0,1,358
127379845,Recreio dos Bandeirantes,Private room,49,30,0,2,365
132388145,Barra da Tijuca,Entire home/apt,252,2,1,4,172
115690294,Recreio dos Bandeirantes,Private room,150,1,4,1,180
62997442,Recreio dos Bandeirantes,Entire home/apt,901,3,0,1,358
121868746,Barra da Tijuca,Entire home/apt,109,4,39,1,69
82727366,Barra da Tijuca,Entire home/apt,1499,5,0,1,90
24323698,Barra da Tijuca,Entire home/apt,199,3,32,1,167
2728279,Recreio dos Bandeirantes,Entire home/apt,274,2,4,2,362
11503741,Recreio dos Bandeirantes,Entire home/apt,199,2,2,1,90
69380614,Barra da Tijuca,Entire home/apt,199,6,16,1,0
74610084,Jacarepagu,Private room,101,3,0,3,317
55192469,Recreio dos Bandeirantes,Entire home/apt,650,1,0,1,365
12866407,Recreio dos Bandeirantes,Entire home/apt,601,2,0,1,364
33862306,Centro,Shared room,71,1,0,1,365
12474889,Centro,Shared room,45,10,4,1,87
114356830,Jacarepagu,Entire home/apt,131,1,1,1,90
43610736,Recreio dos Bandeirantes,Entire home/apt,270,1,1,1,364
180030911,Jacarepagu,Entire home/apt,90,4,9,1,160
64964623,Recreio dos Bandeirantes,Entire home/apt,252,3,8,1,362
15236230,Barra da Tijuca,Entire home/apt,349,3,0,2,363
48847647,Recreio dos Bandeirantes,Entire home/apt,120,3,0,2,363
10211766,Recreio dos Bandeirantes,Entire home/apt,252,2,1,2,89
19309456,Recreio dos Bandeirantes,Entire home/apt,158,2,14,1,68
73860451,Jacarepagu,Entire home/apt,751,10,0,2,87
75994728,Centro,Entire home/apt,90,2,0,2,364
165580388,Centro,Private room,300,1,1,1,180
219959478,Centro,Private room,300,1,0,1,142
64466983,Recreio dos Bandeirantes,Entire home/apt,180,5,0,3,365
10122044,Recreio dos Bandeirantes,Entire home/apt,289,4,15,5,169
68600588,Recreio dos Bandeirantes,Entire home/apt,500,3,3,2,360
166670845,Recreio dos Bandeirantes,Entire home/apt,199,1,2,1,160
55419422,Barra da Tijuca,Entire home/apt,398,2,0,3,179
80055342,Barra da Tijuca,Entire home/apt,500,3,0,4,72
43194837,Barra da Tijuca,Entire home/apt,199,2,0,5,119
11725429,Barra da Tijuca,Entire home/apt,229,2,3,1,284
4027055,Barra da Tijuca,Entire home/apt,999,4,0,2,362
4027055,Barra da Tijuca,Entire home/apt,800,3,0,2,362
11721121,Barra da Tijuca,Entire home/apt,180,2,29,1,258
46734883,Barra da Tijuca,Entire home/apt,500,1,9,5,291
12967105,Barra da Tijuca,Entire home/apt,259,2,102,1,272
22131184,Barra da Tijuca,Entire home/apt,699,4,0,1,364
31145275,Recreio dos Bandeirantes,Private room,699,1,0,3,179
107062657,Recreio dos Bandeirantes,Entire home/apt,150,1,2,1,365
192289203,Recreio dos Bandeirantes,Entire home/apt,180,1,2,1,64
84994208,Recreio dos Bandeirantes,Entire home/apt,101,1,1,1,290
63901222,Recreio dos Bandeirantes,Entire home/apt,2501,15,0,1,362
73915809,Barra da Tijuca,Entire home/apt,428,2,1,1,358
68803479,Recreio dos Bandeirantes,Private room,150,2,0,1,357
47664186,Barra da Tijuca,Entire home/apt,710,1,12,7,86
84562398,Barra da Tijuca,Entire home/apt,3001,1,0,1,364
15467359,Barra da Tijuca,Entire home/apt,1878,1,0,2,365
59616916,Recreio dos Bandeirantes,Entire home/apt,999,7,0,1,180
83167445,Recreio dos Bandeirantes,Entire home/apt,398,5,0,1,363
5925320,Recreio dos Bandeirantes,Private room,451,1,0,2,365
14247615,Recreio dos Bandeirantes,Entire home/apt,1499,1,0,1,365
4005407,Barra da Tijuca,Entire home/apt,379,1,4,38,365
61698829,Recreio dos Bandeirantes,Entire home/apt,601,4,0,1,364
64868242,Barra da Tijuca,Entire home/apt,199,2,0,1,360
87300001,Barra da Tijuca,Entire home/apt,252,1,5,1,364
34002855,Recreio dos Bandeirantes,Private room,150,2,0,5,134
79363951,Recreio dos Bandeirantes,Entire home/apt,511,4,0,1,364
25013338,Recreio dos Bandeirantes,Entire home/apt,939,2,0,2,363
44696139,Recreio dos Bandeirantes,Private room,56,1,0,2,364
42314417,Barra da Tijuca,Entire home/apt,300,2,19,2,362
59812717,Recreio dos Bandeirantes,Entire home/apt,342,2,2,1,365
27240805,Recreio dos Bandeirantes,Entire home/apt,376,2,3,1,178
75410255,Barra da Tijuca,Entire home/apt,488,3,5,1,362
67565606,Recreio dos Bandeirantes,Entire home/apt,488,1,0,1,364
126511758,Barra da Tijuca,Entire home/apt,285,2,2,1,363
10702474,Barra da Tijuca,Entire home/apt,650,3,2,1,90
116030574,Barra da Tijuca,Entire home/apt,252,3,0,1,177
679467,Recreio dos Bandeirantes,Private room,101,3,6,2,88
88790238,Santa Teresa,Entire home/apt,139,90,0,1,365
11786737,Andara,Entire home/apt,3001,15,0,2,365
24462148,Tijuca,Shared room,101,1,0,1,365
83295519,Catumbi,Private room,469,1,0,1,365
2497849,Tijuca,Entire home/apt,222,4,0,2,178
34140843,Santa Teresa,Private room,131,1,3,3,364
